RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	Age	DaysSinceRun	
"16:58:00"	"2026-07-23"	"Leopardstown"	"Shakespeare"	"0.44"	"1.38"	"Maiden"	"2"	"5"	"Moore, Ryan"	"OBrien, A P"	"1m "	"2"	"26"
"13:40:00"	"2026-07-19"	"Curragh"	"Bold Commander (IRE)"	"1.38"	"2.82"	"Maiden"	"5"	"11"	"Moore, Ryan"	"OBrien, A P"	"5f "	"2"	"16"
"15:25:00"	"2026-07-18"	"Curragh"	"Brussels"	"40.00"	"70"	"Non-Handicap"	"5"	"10"	"Lordan, W M"	"OBrien, A P"	"5f "	"3"	"29"
"15:25:00"	"2026-07-18"	"Curragh"	"Charles Darwin (IRE)"	"12.00"	"19.2"	"Non-Handicap"	"10"	"10"	"Moore, Ryan"	"OBrien, A P"	"5f "	"3"	"29"
"16:35:00"	"2026-06-28"	"Curragh"	"Benvenuto Cellini (IRE)"	"1.75"	"3.45"	"Non-Handicap"	"1"	"8"	"Moore, Ryan"	"OBrien, A P"	"1m4f "	"3"	"22"
"16:35:00"	"2026-06-28"	"Curragh"	"Christmas Day (IRE)"	"4.00"	"5.61"	"Non-Handicap"	"2"	"8"	"Whelan, R P"	"OBrien, A P"	"1m4f "	"3"	"22"
"16:35:00"	"2026-06-28"	"Curragh"	"Pierre Bonnard (IRE)"	"9.00"	"11"	"Non-Handicap"	"3"	"8"	"Lordan, W M"	"OBrien, A P"	"1m4f "	"3"	"22"
"16:35:00"	"2026-06-28"	"Curragh"	"Action (IRE)"	"22.00"	"23.02"	"Non-Handicap"	"7"	"8"	"McDonogh, D P"	"OBrien, A P"	"1m4f "	"3"	"22"
"14:15:00"	"2026-06-27"	"Curragh"	"Confucius (IRE)"	"0.33"	"1.36"	"Non-Handicap"	"3"	"5"	"Moore, Ryan"	"OBrien, A P"	"6.5f "	"2"	"11"
"15:27:00"	"2026-06-07"	"Navan"	"Isaac Newton (IRE)"	"5.00"	"6.8"	"Non-Handicap"	"1"	"10"	"Moore, Ryan"	"OBrien, A P"	"1m1f "	"3"	"29"
"18:30:00"	"2026-06-04"	"Leopardstown"	"Endorsement (IRE)"	"0.25"	"1.29"	"Non-Handicap"	"1"	"4"	"Moore, Ryan"	"OBrien, A P"	"1m4f "	"3"	"25"
"18:30:00"	"2026-06-04"	"Leopardstown"	"Amadeus Mozart (IRE)"	"6.00"	"8.23"	"Non-Handicap"	"2"	"4"	"Lordan, W M"	"OBrien, A P"	"1m4f "	"3"	"12"
"15:40:00"	"2026-05-23"	"Curragh"	"Gstaad"	"0.36"	"1.52"	"Non-Handicap"	"1"	"9"	"Moore, Ryan"	"OBrien, A P"	"1m "	"3"	"21"
"16:07:00"	"2026-05-16"	"Navan"	"New Zealand (IRE)"	"3.33"	"4.9"	"Non-Handicap"	"3"	"5"	"Lordan, W M"	"OBrien, A P"	"1m5f "	"3"	"18"
"17:05:00"	"2026-05-15"	"Leopardstown"	"West Of Eden (IRE)"	"3.00"	"4.52"	"Maiden"	"6"	"7"	"Moore, Ryan"	"OBrien, A P"	"7f "	"2"	"20"
"15:40:00"	"2026-05-10"	"Leopardstown"	"Pierre Bonnard (IRE)"	"0.83"	"1.97"	"Non-Handicap"	"2"	"5"	"Lordan, W M"	"OBrien, A P"	"1m2f "	"3"	"28"
"15:40:00"	"2026-05-10"	"Leopardstown"	"Endorsement (IRE)"	"3.50"	"4.8"	"Non-Handicap"	"3"	"5"	"Whelan, R P"	"OBrien, A P"	"1m2f "	"3"	"28"
"15:05:00"	"2026-05-10"	"Leopardstown"	"Mississippi River (IRE)"	"7.00"	"10.12"	"Non-Handicap"	"7"	"8"	"Lordan, W M"	"OBrien, A P"	"1m "	"4"	"25"
"13:55:00"	"2026-05-10"	"Leopardstown"	"Antigua (IRE)"	"7.00"	"9.34"	"Maiden"	"4"	"8"	"Lordan, W M"	"OBrien, A P"	"1m4f "	"3"	"25"
"13:30:00"	"2026-04-08"	"Gowran Park"	"Neolithic (IRE)"	"0.91"	"1.93"	"Non-Handicap"	"1"	"4"	"Lordan, W M"	"OBrien, A P"	"7f "	"3"	"11"
"12:25:00"	"2025-11-02"	"Curragh"	"Il Corsaro (IRE)"	"3.33"	"6.4"	"Maiden"	"4"	"20"	"Keniry, L P"	"OBrien, A P"	"1m "	"2"	"15"
"16:20:00"	"2025-10-18"	"Leopardstown"	"Daytona (IRE)"	"1.50"	"2.65"	"Non-Handicap"	"2"	"5"	"Whelan, R P"	"OBrien, A P"	"7f "	"2"	"21"
"13:07:00"	"2025-10-04"	"Curragh"	"Causeway (IRE)"	"1.38"	"2.25"	"Maiden"	"1"	"13"	"Lordan, W M"	"OBrien, A P"	"7f "	"2"	"14"
"16:25:00"	"2025-09-14"	"Curragh"	"Illinois (IRE)"	"1.88"	"3.15"	"Non-Handicap"	"7"	"9"	"Soumillon, C"	"OBrien, A P"	"1m6f "	"4"	"47"
